Objekt,Navn,Type,Formel,UoM,Målernivå
VIS-Måler,Romolslia(Nybygg)bhg-fastkraft-68741151-timesmålt,Fastkraft,707057500068741151,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Romolslia Gammelbygg barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Romolslia bhg-Fastkraft-68449415-Timesmålt,Fastkraft,707057500068449415,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Romemyra barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 68474800,Fjernvarme,ESAVE_68525-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Romemyra bhg-fastkraft-68415243-timesmålt,Fastkraft,707057500068415243,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Rognbudalen barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 66492771,Fjernvarme,ESAVE_66267-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Rognbudalen bhg-Fastkraft-68392667-Timesmålt,Fastkraft,707057500068392667,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Risvollan midlertidige barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Risvollan midl.bhg.-fastkraft-68762040-timesmål,Fastkraft,707057500068762040,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Ringen barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Ringen bhg-fastkraft-68614882-timesmålt,Fastkraft,707057500068614882,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Ranheim barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Ranheim bhgf-fastkraft-68298990-timesmålt,Fastkraft,707057500068298990,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Presthus gård barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Presthus gård bhg-fastkraft-68702657-timesmålt,Fastkraft,707057500068702657,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Porsmyra barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 67066238,Fjernvarme,ESAVE_182900-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Porsmyra bhg-fastkraft-68742943-timesmålt,Fastkraft,707057500068742943,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Persaunet barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 68139645,Fjernvarme,ESAVE_282798-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Persaunet bhg-fastkraft-68094592-timesmålt,Fastkraft,707057500068094592,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Okstadvegen Barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
VIS-Måler,Fjernvarme 65461081,Fjernvarme,ESAVE_186160-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Fastkraft 68749249,Fastkraft,707057500068749249,kWh,Forbruksmåler
Bygg,Trondheim Kommune - Okstad barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
VIS-Måler,Fjernvarme 65667343,Fjernvarme,ESAVE_8499-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Okstad bhg-Fastkraft-67814986-Timesmålt,Fastkraft,707057500067814986,kWh,Forbruksmåler
Bygg,Trondheim Kommune - Nypvang barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Nypvang bhg - fastkraft-elkjel - 68770557 - timesm,Fastkraft,707057500068770557,kWh,Forbruksmåler
VIS-Måler,Nypvang bhg - fastkraft - 68770540 - timesmålt,Fastkraft,707057500068770540,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Leistad barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 6912994,Fjernvarme,ESAVE_276823-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Nye Leistad bhg- fastkraft-68823307-timesmålt,Fastkraft,707057500068823307,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Nordslettveien barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Nordslettveien bhg-fastkraft-67971542-timesmålt,Fastkraft,707057500067971542,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Nidarvoll barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fastkraft 7350049084517333,Fastkraft,707057500068835805,kWh,Forbruksmåler
VIS-Måler,Fjernvarme 66704071,Fjernvarme,ESAVE_279876-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Øvre Flatåsen Barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Flatåsen bhg-fastkraft-68484218-timesmålt,Fastkraft,707057500068484218,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Møllenberg barnehage,,,,
VIS-Måler,Vann,Vann,ESAVE_942110464_10_ID,m3,Annen måler
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
VIS-Måler,Fastkraft 68613441,Fastkraft,707057500068613441,kWh,Forbruksmåler
Bygg,Trondheim Kommune - Møllebakken Møllestua barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Møllebakken Bhg-fastkraft-Møllestua-67751755-Times,Fastkraft,707057500067751755,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Møllebakken barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Møllebakken Bhg-fastkraft-67755838-timesmålt,Fastkraft,707057500067755838,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Myrskogen Barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fastkraft 68389407,Fastkraft,707057500068389407,kWh,Forbruksmåler
VIS-Måler,Myrskogen bhg-fastkraft-68389414-timesmålt,Fastkraft,707057500068389414,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Myra Barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Myra barnehage - fastkraft - 68828883 - timesmålt,Fastkraft,707057500068828883,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Munkvoll barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Munkvoll bhg-fastkraft-67829539-timesmålt,Fastkraft,707057500067829539,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Moltmyra Barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 67854243,Fjernvarme,ESAVE_246560-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Moltmyra barnehage - fastkraft - 68801466 - timesm,Fastkraft,707057500068801466,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Majorstuen barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 67196211,Fjernvarme,ESAVE_186940-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Majorstuen bhg-fastkraft-68732241-timesmålt,Fastkraft,707057500068732241,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Lohove barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Uprioritert 68756391,Elkjel,707057500068756391,kWh,Forbruksmåler
VIS-Måler,Fastkraft 68756384,Fastkraft,707057500068756384,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Lidarende barnehage,,,,
VIS-Måler,Vann,Vann,ESAVE_942110464_9_ID,m3,Annen måler
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fastkraft 68732319,Fastkraft,707057500068732319,kWh,Forbruksmåler
VIS-Måler,Upriotitert 68732326,Elkjel,707057500068732326,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Lian naturbarnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fastkraft 67898795,Fastkraft,707057500067898795,kWh,Forbruksmåler
VIS-Måler,Fastkraft(Lianlaget)-67898801,Fastkraft,707057500067898801,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Kyvannet naturbarnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
VIS-Måler,Fastkraft 68763597,Fastkraft,707057500068763597,kWh,Forbruksmåler
VIS-Måler,Fastkraft og Fyrkjel 68763610,Fastkraft,707057500068763610,kWh,Forbruksmåler
Bygg,Trondheim Kommune - Kystadåsen barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Kystadåsen bhg-fastkraft-68778454-timesmålt,Fastkraft,707057500068778454,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Kulsås barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Kulsås bhg-fastkraft-68733071-timesmålt,Fastkraft,707057500068733071,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Krinkelkroken Barnehage,,,,
VIS-Måler,Vann,Vann,ESAVE_942110464_7_ID,m3,Annen måler
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 66996107,Fjernvarme,ESAVE_17985-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Krinkelkroken bhg-fastkraft-68723027- timesmåltt,Fastkraft,707057500068723027,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Korsvika barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Korsvika bhg-fastkraft-68263301-timesmålt,Fastkraft,707057500068263301,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Kongsgården barnehage,,,,
VIS-Måler,Vann,Vann,ESAVE_942110464_6_ID,m3,Annen måler
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Kongsgården bhg-fastkraft-68605279-timesmålt,Fastkraft,707057500068605279,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Kolstad barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Kolstad bhg-fastkraft-68614868-timesmålt,Fastkraft,707057500068614868,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Klæbuveien barnehage,,,,
VIS-Måler,Vann,Vann,ESAVE_942110464_5_ID,m3,Annen måler
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 67221832,Fjernvarme,ESAVE_179883-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Klæbuveien bhg-fastkraft-68741793-timesmålt,Fastkraft,707057500068741793,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Kattem barnehager,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 66467822,Fjernvarme,ESAVE_279626-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Eklima_68860_FFM,Ikke valgt,Eklima_68860_FFM,m/s,Forbruksmåler
VIS-Måler,Kattem barnehage - fastkraft - 68834891 - timesmål,Fastkraft,707057500068834891,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Jotunheimen barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Jotunheimen bhg-fastkraft-68016693-timesmålt,Fastkraft,707057500068016693,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Iladalen barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Iladalen bhg-fastkraft-68704231-timesmålt,Fastkraft,707057500068704231,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Ila barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Ila bhg-Fastkraft-68613267-timesmålt,Fastkraft,707057500068613267,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Huseby barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Huseby bhg-Fastkraft-68615018-timesmålt,Fastkraft,707057500068615018,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Havsteinaunet røde barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Havsteinaune(Ull/Lodotten)bhg-fastkraft-67807629-t,Fastkraft,707057500067807629,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Havsteinaunet Gule barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Havsteinaunet(Byåsen fam)bhg fastkraft 67807612,Fastkraft,707057500067807612,kWh,Forbruksmåler
VIS-Måler,Havsteinaunet(Tvistdotten)bhg fastkraft 67807636,Fastkraft,707057500067807636,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Haukåsen barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Haukåsen bhg (NY) - fastkraft - 68865116 - timers,Fastkraft,707057500068865116,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Hammersborg barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Elmåler (Skanska læring),Fastkraft,707057500068766611,kWh,Forbruksmåler
VIS-Måler,Fastkraft Cramo 687622 UTGÅTT,Fastkraft,707057500068762231,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Grillstadfjæra barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 67221823,Fjernvarme,ESAVE_280155-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Grilstadfjæra bhg - fastkraft - 68860340 - timesmå,Fastkraft,707057500068860340,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Gjørtlervegen barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 65806460,Fjernvarme,ESAVE_179800-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Gjørtlerv. bhg-fastkraft-68728855-timesmålt,Fastkraft,707057500068728855,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Gartneriet barnehage,,,,
VIS-Måler,Vann,Vann,ESAVE_942110464_1_ID,m3,Annen måler
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 65484817,Fjernvarme,ESAVE_193683-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Fastkraft 68769384,Fastkraft,707057500068769384,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Furutoppen barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Furutoppen bhg(Regnbuen)-fastkraft-68755769-timesm,Fastkraft,707057500068755769,kWh,Forbruksmåler
VIS-Måler,Furutoppen bhg-fastkraft-68615506-Timesmålt,Fastkraft,707057500068615506,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Nedre Flatåsen barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fjernvarme 68879224,Fjernvarme,ESAVE_241160-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Nedre Flatåsenbhg - fastkraft - 68799404 - timesmå,Fastkraft,707057500068799404,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Firkanten Barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Fastkraft 68610723 UTGÅTT,Fastkraft,707057500068610723,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Festningen barnehage,,,,
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Vann 2249760067,Vann,ESAVE_942110464_2249760067_EAN,m3,Annen måler
VIS-Måler,Fastkraft 68794539,Fastkraft,707057500068794539,kWh,Forbruksmåler
VIS-Måler,Fjernvarme 65848950,Fjernvarme,ESAVE_224511-980396002_EAN,kWh,Forbruksmåler
Bygg,Trondheim Kommune - Ferista friluftsbarnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Ferista bhg-fastkraft-68720545-timesmålt,Fastkraft,707057500068720545,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Charlottenlund barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Charlottenlund bhg-Fastkraft-68631728-timesmålt,Fastkraft,707057500068631728,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Cecilienborg barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Cecilienborg barnehage-fastkraft-67764427-timesmål,Fastkraft,707057500067764427,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Brøset Prestekragen barnehage,,,,
VIS-Måler,Vann,Vann,ESAVE_942110464_3_ID,m3,Annen måler
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Brøset(Prestekragen)bhg-fastkraft-68750269-timesmå,Fastkraft,707057500068750269,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Brøset Marikåpa barnehage,,,,
VIS-Måler,Vann,Vann,ESAVE_942110464_2_ID,m3,Annen måler
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Brøsett(Marikåpa) bhg-Fastkraft-68744237-Timesmålt,Fastkraft,707057500068744237,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Bromstad barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Bromstad bhg-Fastkraft-68104048-timesmålt,Fastkraft,707057500068104048,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Brinken barnehage,,,,
VIS-Måler,Brinken bhg-fastkraft-68402960-timesmålt,Fastkraft,707057500068402960,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Breidablikk barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Breidablikk bhg-fastkraft-68425556-timesmålt,Fastkraft,707057500068425556,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
Bygg,Trondheim Kommune - Brannhaugen Barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
VIS-Måler,Brannhaugen bhg - fastkraft - 68789658 - timesmålt,Fastkraft,707057500068789658,kWh,Forbruksmåler
Bygg,Trondheim Kommune - Blomsterbyen barnehage,,,,
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Graddager,Graddager,Eklima_68860_GD17,grdg,Annen måler
VIS-Måler,Fjernvarme 68590119,Fjernvarme,ESAVE_193681-980396002_EAN,kWh,Forbruksmåler
VIS-Måler,Trondheim-VOLL,Temperatur,Eklima_68860_TAM,°C,Annen måler
VIS-Måler,Fastkraft 68755066,Fastkraft,707057500068755066,kWh,Forbruksmåler
Bygg,Trondheim Kommune - Angelltrøa barnehage,,,,
VIS-Måler,Trondheim Voll,Temperatur,Eklima_68860_TAM,°C,Annen måler
VIS-Måler,Voll TAN,Temperatur,Eklima_68860_TAN,°C,Annen måler
VIS-Måler,Graddager,Graddager,Eklima_68860_GD17,grdg,Annen måler
VIS-Måler,Angelltrøa Bgh -fastkraft-68119547-timesmålt,Fastkraft,707057500068119547,kWh,Forbruksmåler
